ID,Date,Element,Data_Value
UPM00033961,2006-11-16,TMAX,148
UPM00033966,2006-04-17,TMAX,129
UPM00033966,2005-11-16,TMAX,119
UPM00033966,2006-02-08,TMIN,-223
UPM00033966,2006-08-06,TMAX,350
UPM00033966,2006-06-06,TMAX,242
UPM00033966,2005-11-23,TMIN,-57
UPM00033962,2009-04-23,TMIN,-50
UPM00033966,2005-11-06,TMAX,75
UPM00033966,2005-09-13,TMAX,296
UPM00033966,2008-07-13,TMIN,130
UPM00033966,2008-07-13,TMAX,294
UPM00033966,2005-09-13,TMIN,158
UPM00033962,2007-06-22,TMIN,111
UPM00033961,2006-08-16,TMAX,320
UPM00033962,2007-06-22,TMAX,309
UPM00033966,2005-08-19,TMIN,201
UPM00033962,2006-02-07,TMIN,-184
UPM00033961,2007-06-22,TMAX,290
UPM00033962,2005-10-08,TMIN,32
UPM00033961,2008-11-28,TMIN,-38
UPM00033961,2007-02-25,TMAX,-32
UPM00033966,2005-06-21,TMAX,220
UPM00033966,2005-06-21,TMIN,136
UPM00033961,2005-12-07,TMIN,68
UPM00033961,2005-04-14,TMAX,206
UPM00033961,2005-01-22,TMIN,72
UPM00033962,2007-06-01,TMIN,154
UPM00033966,2008-11-13,TMIN,-14
UPM00033962,2005-11-10,TMIN,55
UPM00033962,2005-03-23,TMIN,-57
UPM00033961,2006-03-17,TMAX,57
UPM00033961,2006-03-17,TMIN,12
UPM00033962,2005-03-23,TMAX,63
UPM00033962,2008-11-14,TMIN,65
UPM00033966,2008-02-01,TMIN,-74
UPM00033962,2007-01-26,TMIN,81
UPM00033962,2005-04-02,TMIN,5
UPM00033961,2007-08-07,TMIN,265
UPM00033961,2005-12-12,TMIN,-54
UPM00033961,2006-03-24,TMIN,42
UPM00033961,2005-03-02,TMIN,-99
UPM00033962,2005-09-10,TMIN,135
UPM00033961,2008-11-16,TMAX,127
UPM00033966,2006-11-28,TMIN,55
UPM00033962,2007-03-19,TMIN,-13
UPM00033966,2005-10-02,TMAX,250
UPM00033966,2008-03-20,TMIN,20
UPM00033961,2009-05-12,TMIN,97
UPM00033962,2005-08-27,TMIN,160
UPM00033966,2006-04-17,TMIN,43
UPM00033966,2007-11-05,TMIN,71
UPM00033966,2005-04-23,TMIN,57
UPM00033961,2007-01-17,TMIN,-16
UPM00033966,2006-02-08,TMAX,-76
UPM00033966,2007-11-05,TMAX,79
UPM00033962,2008-03-30,TMIN,60
UPM00033962,2007-01-26,TMAX,108
UPM00033961,2005-01-28,TMIN,29
UPM00033962,2008-07-15,TMIN,161
UPM00033962,2008-07-15,TMAX,343
UPM00033966,2008-09-01,TMIN,66
UPM00033962,2008-03-30,TMAX,99
UPM00033966,2007-02-24,TMIN,-164
UPM00033962,2008-11-13,TMIN,-21
UPM00033966,2005-07-05,TMIN,183
UPM00033961,2005-01-28,TMAX,47
UPM00033961,2005-06-28,TMAX,173
UPM00033961,2007-06-19,TMAX,266
UPM00033961,2007-06-19,TMIN,201
UPM00033961,2007-01-31,TMIN,-69
UPM00033962,2005-05-26,TMIN,120
UPM00033966,2008-09-11,TMIN,131
UPM00033962,2006-10-10,TMIN,52
UPM00033961,2006-02-13,TMAX,-31
UPM00033961,2009-04-17,TMIN,87
UPM00033961,2005-12-19,TMIN,-3
UPM00033961,2007-06-13,TMAX,278
UPM00033966,2009-04-27,TMIN,-1
UPM00033966,2009-01-26,TMAX,138
UPM00033966,2005-04-24,TMAX,146
UPM00033961,2008-01-15,TMIN,-107
UPM00033966,2008-07-18,TMIN,147
UPM00033962,2006-08-29,TMIN,187
UPM00033962,2006-08-29,TMAX,257
UPM00033966,2005-04-24,TMIN,6
UPM00033966,2006-06-08,TMAX,182
UPM00033966,2009-01-26,TMIN,19
UPM00033966,2006-03-25,TMIN,-31
UPM00033962,2007-12-04,TMAX,148
UPM00033966,2007-05-09,TMAX,240
UPM00033966,2008-11-14,TMIN,42
UPM00033966,2009-02-15,TMAX,88
UPM00033962,2005-08-24,TMAX,300
UPM00033962,2007-12-04,TMIN,21
UPM00033962,2009-04-10,TMIN,-39
UPM00033962,2007-02-13,TMIN,32
UPM00033961,2006-07-15,TMIN,219
UPM00033961,2007-03-22,TMIN,49
UPM00033961,2006-02-13,TMIN,-120
UPM00033961,2005-01-15,TMIN,28
UPM00033961,2006-05-19,TMIN,145
UPM00033962,2005-02-01,TMIN,-89
UPM00033966,2007-05-10,TMIN,120
UPM00033961,2005-07-14,TMIN,203
UPM00033966,2007-05-10,TMAX,196
UPM00033961,2007-03-22,TMAX,85
UPM00033966,2006-10-07,TMIN,111
UPM00033966,2008-07-18,TMAX,290
UPM00033966,2008-11-21,TMIN,85
UPM00033961,2006-09-12,TMAX,224
UPM00033962,2009-04-24,TMIN,-68
UPM00033966,2005-01-06,TMIN,-2
UPM00033961,2007-06-13,TMIN,149
UPM00033961,2006-03-01,TMIN,0
UPM00033961,2006-04-27,TMAX,116
UPM00033961,2006-12-29,TMAX,35
UPM00033966,2007-02-16,TMIN,10
UPM00033962,2005-09-19,TMAX,267
UPM00033962,2008-03-13,TMAX,213
UPM00033961,2007-07-21,TMAX,327
UPM00033961,2008-03-23,TMAX,135
UPM00033962,2008-03-13,TMIN,-20
UPM00033962,2008-01-16,TMIN,-111
UPM00033961,2006-03-07,TMIN,24
UPM00033961,2007-01-30,TMIN,-47
UPM00033962,2007-04-12,TMAX,176
UPM00033966,2008-06-10,TMIN,106
UPM00033961,2006-04-27,TMIN,61
UPM00033962,2007-04-12,TMIN,8
UPM00033966,2006-11-11,TMIN,7
UPM00033962,2007-10-21,TMAX,192
UPM00033962,2005-09-19,TMIN,172
UPM00033966,2009-02-03,TMAX,46
UPM00033962,2007-01-22,TMAX,117
UPM00033962,2005-08-24,TMIN,150
UPM00033961,2006-12-01,TMIN,20
UPM00033966,2005-10-01,TMIN,97
UPM00033966,2009-02-03,TMIN,-8
UPM00033962,2007-01-22,TMIN,52
UPM00033962,2007-12-28,TMIN,-19
UPM00033966,2007-02-16,TMAX,65
UPM00033962,2007-11-10,TMIN,4
UPM00033962,2007-11-10,TMAX,144
UPM00033966,2008-09-11,TMAX,254
UPM00033966,2008-08-07,TMAX,274
UPM00033966,2006-08-07,TMIN,169
UPM00033966,2006-08-07,TMAX,334
UPM00033966,2006-01-30,TMIN,-41
UPM00033961,2005-07-14,TMAX,260
UPM00033961,2006-07-25,TMAX,285
UPM00033962,2006-04-19,TMAX,177
UPM00033966,2005-12-13,TMIN,45
UPM00033961,2006-08-09,TMAX,305
UPM00033961,2006-03-14,TMIN,10
UPM00033961,2006-08-09,TMIN,210
UPM00033966,2005-08-13,TMAX,315
UPM00033962,2007-06-10,TMAX,282
UPM00033966,2008-09-15,TMIN,53
UPM00033966,2006-10-23,TMIN,135
UPM00033962,2005-04-25,TMAX,153
UPM00033966,2005-09-23,TMIN,167
UPM00033961,2006-03-27,TMIN,-39
UPM00033966,2005-04-07,TMIN,-24
UPM00033961,2006-11-03,TMIN,74
UPM00033966,2008-03-31,TMIN,51
UPM00033961,2008-07-05,TMAX,311
UPM00033961,2008-07-05,TMIN,178
UPM00033966,2005-08-13,TMIN,151
UPM00033961,2009-02-17,TMIN,-5
UPM00033962,2007-01-23,TMAX,143
UPM00033962,2005-12-05,TMIN,60
UPM00033961,2005-11-18,TMAX,90
UPM00033966,2007-07-21,TMAX,365
UPM00033966,2009-02-16,TMIN,13
UPM00033966,2006-10-16,TMAX,149
UPM00033962,2006-04-19,TMIN,7
UPM00033961,2006-11-21,TMAX,70
UPM00033962,2005-04-25,TMIN,-10
UPM00033966,2008-09-15,TMAX,205
UPM00033962,2005-04-27,TMAX,162
UPM00033961,2007-01-29,TMAX,28
UPM00033962,2005-04-27,TMIN,62
UPM00033961,2006-11-21,TMIN,56
UPM00033962,2008-09-15,TMIN,29
UPM00033962,2008-09-15,TMAX,194
UPM00033962,2008-07-22,TMAX,319
UPM00033962,2008-07-22,TMIN,134
UPM00033961,2009-02-17,TMAX,46
UPM00033961,2008-11-20,TMIN,52
UPM00033962,2008-12-31,TMIN,-174
UPM00033961,2007-08-13,TMIN,251
UPM00033962,2006-05-15,TMAX,229
UPM00033961,2005-01-21,TMIN,30
UPM00033962,2007-06-11,TMAX,314
UPM00033962,2006-10-21,TMIN,-20
UPM00033962,2007-07-17,TMAX,350
UPM00033962,2009-06-09,TMAX,313
UPM00033966,2005-02-09,TMAX,-30
UPM00033961,2007-11-20,TMIN,32
UPM00033961,2008-01-22,TMAX,101
UPM00033962,2005-05-26,TMAX,281
UPM00033961,2007-11-20,TMAX,54
UPM00033966,2005-12-19,TMIN,-16
UPM00033962,2007-07-16,TMAX,308
UPM00033961,2007-08-13,TMAX,295
UPM00033966,2006-01-18,TMIN,-31
UPM00033966,2005-08-05,TMIN,170
UPM00033962,2009-01-06,TMIN,-159
UPM00033966,2009-04-22,TMIN,7
UPM00033962,2008-09-22,TMIN,160
UPM00033961,2006-07-25,TMIN,200
UPM00033961,2005-10-25,TMAX,137
UPM00033962,2006-05-15,TMIN,88
UPM00033962,2005-04-03,TMAX,68
UPM00033966,2007-03-12,TMIN,-12
UPM00033962,2005-12-25,TMAX,6
UPM00033962,2007-01-23,TMIN,-16
UPM00033966,2008-03-31,TMAX,132
UPM00033966,2006-09-30,TMIN,159
UPM00033962,2006-09-29,TMIN,128
UPM00033962,2007-06-11,TMIN,81
UPM00033962,2007-11-19,TMAX,50
UPM00033962,2007-11-19,TMIN,27
UPM00033962,2008-12-30,TMIN,-134
UPM00033962,2006-01-16,TMIN,-30
UPM00033966,2007-10-09,TMIN,48
UPM00033966,2006-11-20,TMIN,-43
UPM00033961,2006-03-14,TMAX,35
UPM00033961,2005-10-25,TMIN,102
UPM00033961,2006-08-24,TMAX,277
UPM00033966,2006-08-16,TMAX,321
UPM00033966,2006-12-04,TMIN,-8
UPM00033962,2005-11-13,TMAX,80
UPM00033961,2005-12-06,TMIN,56
UPM00033966,2006-08-17,TMAX,327
UPM00033966,2008-08-31,TMAX,212
UPM00033966,2008-02-14,TMIN,-66
UPM00033966,2005-11-18,TMIN,112
UPM00033966,2006-04-11,TMIN,62
UPM00033962,2007-11-26,TMIN,-15
UPM00033966,2006-04-11,TMAX,159
UPM00033966,2008-08-31,TMIN,114
UPM00033966,2008-11-02,TMAX,204
UPM00033966,2008-07-12,TMIN,138
UPM00033962,2005-07-19,TMIN,195
UPM00033962,2007-04-02,TMAX,165
UPM00033966,2005-11-18,TMAX,120
UPM00033962,2007-04-02,TMIN,6
UPM00033966,2006-10-04,TMIN,74
UPM00033966,2008-07-12,TMAX,287
UPM00033962,2006-08-18,TMIN,145
UPM00033961,2005-05-17,TMIN,149
UPM00033962,2005-11-23,TMIN,-66
UPM00033962,2008-02-29,TMIN,-25
UPM00033966,2005-12-09,TMIN,31
UPM00033966,2005-07-01,TMIN,155
UPM00033961,2008-08-16,TMAX,297
UPM00033966,2005-12-03,TMIN,79
UPM00033966,2009-03-16,TMAX,63
UPM00033966,2005-11-17,TMIN,88
UPM00033961,2006-11-29,TMAX,58
UPM00033962,2006-04-28,TMAX,144
UPM00033961,2005-12-06,TMAX,73
UPM00033961,2005-02-12,TMIN,-100
UPM00033962,2006-08-18,TMAX,323
UPM00033966,2005-07-24,TMAX,315
UPM00033962,2009-02-24,TMIN,-20
UPM00033966,2009-03-16,TMIN,11
UPM00033961,2009-01-08,TMIN,-111
UPM00033961,2005-05-04,TMAX,180
UPM00033961,2006-06-08,TMIN,155
UPM00033962,2006-09-15,TMIN,80
UPM00033961,2008-04-23,TMIN,144
UPM00033966,2006-10-04,TMAX,240
UPM00033966,2006-12-07,TMIN,-18
UPM00033961,2008-07-29,TMAX,275
UPM00033966,2007-06-07,TMIN,146
UPM00033966,2007-02-26,TMIN,-145
UPM00033962,2005-07-14,TMAX,289
UPM00033966,2005-10-07,TMIN,14
UPM00033962,2008-06-23,TMAX,271
UPM00033961,2007-11-19,TMIN,36
UPM00033961,2005-10-11,TMIN,105
UPM00033962,2009-06-12,TMIN,158
UPM00033961,2009-04-20,TMAX,131
UPM00033962,2008-05-07,TMIN,34
UPM00033961,2006-09-07,TMIN,160
UPM00033962,2008-03-04,TMIN,30
UPM00033961,2009-01-15,TMAX,70
UPM00033966,2008-09-03,TMIN,75
UPM00033961,2008-10-28,TMIN,93
UPM00033961,2008-03-18,TMIN,102
UPM00033962,2007-06-04,TMIN,170
UPM00033961,2005-08-12,TMIN,181
UPM00033962,2007-11-26,TMAX,160
UPM00033966,2008-12-04,TMIN,126
UPM00033966,2008-03-13,TMIN,23
UPM00033961,2006-01-31,TMAX,5
UPM00033966,2008-03-13,TMAX,168
UPM00033966,2006-02-03,TMIN,26
UPM00033962,2007-05-22,TMIN,116
UPM00033962,2009-01-13,TMAX,-6
UPM00033961,2006-06-08,TMAX,190
UPM00033962,2006-08-04,TMIN,162
UPM00033961,2008-07-29,TMIN,185
UPM00033966,2006-12-07,TMAX,128
UPM00033961,2008-03-19,TMIN,66
UPM00033962,2005-07-14,TMIN,185
UPM00033961,2007-11-19,TMAX,57
UPM00033966,2007-02-26,TMAX,-13
UPM00033962,2007-06-04,TMAX,256
UPM00033966,2006-02-03,TMAX,32
UPM00033966,2007-06-10,TMAX,275
UPM00033962,2006-09-15,TMAX,268
UPM00033962,2008-02-28,TMIN,-10
UPM00033966,2007-06-23,TMIN,121
UPM00033962,2009-03-20,TMIN,16
UPM00033966,2006-10-17,TMIN,44
UPM00033962,2006-12-08,TMAX,54
UPM00033966,2007-06-11,TMAX,293
UPM00033962,2006-04-07,TMAX,138
UPM00033962,2005-11-26,TMIN,71
UPM00033966,2005-05-15,TMIN,46
UPM00033962,2006-04-07,TMIN,33
UPM00033966,2007-06-11,TMIN,94
UPM00033962,2007-12-10,TMAX,48
UPM00033961,2005-03-10,TMIN,-26
UPM00033966,2005-02-21,TMAX,24
UPM00033966,2007-06-13,TMAX,279
UPM00033966,2005-02-21,TMIN,1
UPM00033962,2008-07-27,TMIN,186
UPM00033962,2006-12-08,TMIN,31
UPM00033966,2005-05-15,TMAX,202
UPM00033966,2006-03-28,TMIN,-2
UPM00033966,2008-09-14,TMAX,178
UPM00033962,2005-11-30,TMIN,28
UPM00033961,2007-04-23,TMIN,44
UPM00033962,2007-06-12,TMIN,121
UPM00033961,2006-12-12,TMAX,51
UPM00033966,2005-02-09,TMIN,-162
UPM00033966,2008-07-29,TMIN,141
UPM00033962,2007-12-17,TMIN,-51
UPM00033966,2008-07-29,TMAX,290
UPM00033962,2007-06-12,TMAX,319
UPM00033961,2006-12-12,TMIN,43
UPM00033961,2006-12-29,TMIN,-22
UPM00033966,2006-06-08,TMIN,136
UPM00033962,2006-02-28,TMIN,4
UPM00033961,2009-02-19,TMIN,0
UPM00033962,2005-11-30,TMAX,74
UPM00033966,2005-12-12,TMAX,65
UPM00033961,2007-01-30,TMAX,-37
UPM00033962,2008-07-27,TMAX,229
UPM00033961,2007-01-15,TMAX,87
UPM00033962,2006-05-24,TMIN,95
UPM00033966,2009-01-27,TMIN,31
UPM00033962,2007-11-02,TMIN,99
UPM00033966,2007-02-09,TMIN,36
UPM00033961,2007-02-09,TMIN,34
UPM00033962,2006-11-06,TMIN,16
UPM00033962,2007-04-18,TMAX,129
UPM00033966,2008-10-28,TMIN,27
UPM00033962,2006-08-04,TMAX,324
UPM00033961,2006-09-29,TMIN,183
UPM00033962,2006-04-28,TMIN,-8
UPM00033966,2007-04-27,TMIN,6
UPM00033966,2005-03-18,TMIN,94
UPM00033961,2006-04-17,TMIN,61
UPM00033961,2009-02-01,TMAX,16
UPM00033962,2008-04-09,TMAX,174
UPM00033962,2008-04-09,TMIN,19
UPM00033961,2007-01-15,TMIN,35
UPM00033966,2008-09-14,TMIN,114
UPM00033961,2008-07-16,TMAX,295
UPM00033966,2006-09-08,TMIN,85
UPM00033966,2006-02-05,TMAX,0
UPM00033962,2005-10-29,TMIN,30
UPM00033966,2006-08-16,TMIN,175
UPM00033966,2007-06-13,TMIN,115
UPM00033966,2009-01-27,TMAX,94
UPM00033966,2006-01-21,TMIN,-168
UPM00033962,2007-03-24,TMIN,57
UPM00033961,2006-11-29,TMIN,47
UPM00033961,2006-06-07,TMAX,236
UPM00033961,2006-04-17,TMAX,118
UPM00033961,2006-09-29,TMAX,226
UPM00033961,2007-04-01,TMAX,127
UPM00033961,2006-02-04,TMIN,-14
UPM00033966,2006-03-01,TMIN,36
UPM00033961,2005-04-26,TMIN,61
UPM00033962,2008-08-08,TMAX,266
UPM00033961,2006-06-07,TMIN,145
UPM00033961,2005-04-26,TMAX,130
UPM00033962,2006-11-07,TMIN,14
UPM00033962,2006-10-10,TMAX,194
UPM00033966,2008-08-01,TMIN,108
UPM00033966,2008-01-24,TMIN,-18
UPM00033961,2006-12-30,TMAX,15
UPM00033961,2006-08-20,TMAX,347
UPM00033966,2009-02-19,TMIN,-14
UPM00033961,2008-09-29,TMIN,76
UPM00033966,2005-08-16,TMAX,343
UPM00033962,2005-11-14,TMIN,51
UPM00033966,2005-08-16,TMIN,163
UPM00033961,2006-11-17,TMIN,78
UPM00033961,2008-06-11,TMIN,168
UPM00033961,2005-04-23,TMIN,55
UPM00033961,2006-12-30,TMIN,-41
UPM00033961,2006-05-18,TMAX,240
UPM00033966,2007-11-06,TMIN,-1
UPM00033962,2006-12-19,TMAX,72
UPM00033966,2006-02-15,TMAX,-45
UPM00033966,2006-04-25,TMIN,-5
UPM00033966,2009-04-30,TMIN,56
UPM00033962,2006-12-26,TMIN,-58
UPM00033962,2007-12-13,TMAX,8
UPM00033961,2008-02-25,TMIN,-13
UPM00033966,2006-09-18,TMIN,72
UPM00033961,2006-06-23,TMIN,190
UPM00033962,2007-07-15,TMAX,304
UPM00033966,2006-11-30,TMIN,34
UPM00033966,2005-06-18,TMIN,144
UPM00033961,2005-10-05,TMIN,128
UPM00033961,2006-01-22,TMAX,-145
UPM00033966,2006-10-14,TMIN,76
UPM00033966,2005-01-03,TMIN,20
UPM00033961,2006-06-13,TMIN,123
UPM00033962,2006-05-08,TMIN,110
UPM00033966,2006-01-04,TMIN,-16
UPM00033962,2008-11-23,TMIN,26
UPM00033961,2006-11-17,TMAX,122
UPM00033966,2006-05-29,TMAX,194
UPM00033961,2006-03-18,TMIN,7
UPM00033966,2006-05-29,TMIN,118
UPM00033961,2007-03-12,TMIN,17
UPM00033966,2005-01-04,TMIN,-18
UPM00033961,2006-03-21,TMIN,15
UPM00033962,2005-03-08,TMIN,-38
UPM00033962,2005-03-08,TMAX,58
UPM00033961,2005-10-28,TMIN,70
UPM00033966,2009-04-06,TMIN,7
UPM00033962,2005-11-09,TMAX,80
UPM00033962,2006-04-06,TMIN,38
UPM00033962,2007-10-30,TMIN,101
UPM00033961,2006-09-21,TMIN,184
UPM00033966,2009-05-15,TMIN,46
UPM00033961,2006-11-04,TMIN,5
UPM00033961,2008-07-15,TMAX,287
UPM00033961,2007-03-31,TMIN,47
UPM00033961,2005-11-05,TMIN,91
UPM00033966,2005-05-25,TMAX,272
UPM00033966,2006-08-19,TMIN,145
UPM00033961,2009-04-16,TMAX,119
UPM00033961,2008-07-15,TMIN,222
UPM00033961,2006-05-07,TMAX,145
UPM00033961,2007-06-07,TMIN,189
UPM00033962,2006-06-09,TMAX,199
UPM00033962,2009-01-23,TMIN,3
UPM00033962,2006-06-09,TMIN,121
UPM00033962,2009-06-11,TMIN,121
UPM00033962,2005-12-30,TMIN,25
UPM00033966,2006-06-21,TMIN,129
UPM00033966,2006-04-01,TMIN,37
UPM00033966,2009-03-13,TMIN,-25
UPM00033966,2009-04-15,TMIN,2
UPM00033962,2009-06-11,TMAX,340
UPM00033962,2006-09-12,TMAX,236
UPM00033962,2006-09-12,TMIN,65
UPM00033961,2008-01-11,TMAX,-72
UPM00033961,2008-01-11,TMIN,-144
UPM00033966,2006-04-03,TMAX,153
UPM00033961,2008-10-15,TMAX,170
UPM00033961,2006-05-18,TMIN,137
UPM00033966,2006-04-03,TMIN,44
UPM00033961,2009-04-16,TMIN,56
UPM00033966,2005-02-06,TMAX,-60
UPM00033962,2005-09-27,TMIN,170
UPM00033966,2007-04-17,TMAX,108
UPM00033966,2008-03-19,TMAX,168
UPM00033962,2008-08-14,TMAX,334
UPM00033961,2005-01-06,TMIN,13
UPM00033966,2006-04-26,TMAX,125
UPM00033962,2007-11-23,TMIN,-56
UPM00033962,2005-06-14,TMAX,276
UPM00033966,2006-09-15,TMIN,79
UPM00033962,2006-06-05,TMIN,145
UPM00033966,2006-09-15,TMAX,249
UPM00033961,2009-04-13,TMIN,76
UPM00033962,2006-08-24,TMAX,286
UPM00033966,2006-01-29,TMAX,20
UPM00033966,2008-09-02,TMAX,240
UPM00033966,2008-06-16,TMIN,133
UPM00033966,2008-02-15,TMIN,-69
UPM00033966,2008-09-02,TMIN,73
UPM00033962,2007-11-11,TMAX,93
UPM00033962,2009-04-16,TMAX,179
UPM00033962,2006-06-05,TMAX,259
UPM00033962,2009-04-16,TMIN,-6
UPM00033966,2006-09-12,TMAX,219
UPM00033966,2009-06-07,TMAX,285
UPM00033962,2005-05-07,TMIN,88
UPM00033966,2006-06-03,TMIN,164
UPM00033961,2006-03-06,TMIN,27
UPM00033962,2005-10-07,TMIN,15
UPM00033962,2008-09-29,TMIN,33
UPM00033961,2006-12-25,TMAX,44
UPM00033961,2006-08-05,TMIN,214
UPM00033966,2007-11-27,TMIN,32
UPM00033966,2008-08-20,TMIN,178
UPM00033962,2006-08-09,TMAX,300
UPM00033962,2006-08-09,TMIN,195
UPM00033962,2006-11-11,TMIN,-8
UPM00033966,2006-11-04,TMIN,-10
UPM00033966,2006-04-26,TMIN,-12
UPM00033961,2006-06-20,TMAX,245
UPM00033966,2008-09-29,TMIN,23
UPM00033966,2005-10-14,TMAX,179
UPM00033961,2006-06-20,TMIN,161
UPM00033962,2005-05-05,TMIN,26
UPM00033962,2006-09-23,TMIN,146
UPM00033962,2008-04-03,TMIN,61
UPM00033961,2005-02-05,TMIN,-63
UPM00033961,2005-05-26,TMIN,203
UPM00033962,2005-04-09,TMIN,-26
UPM00033962,2005-10-28,TMIN,62
UPM00033962,2007-01-06,TMIN,-69
UPM00033962,2006-04-06,TMAX,164
UPM00033962,2005-04-17,TMAX,222
UPM00033961,2006-09-16,TMIN,170
UPM00033966,2007-04-17,TMIN,31
UPM00033966,2008-06-16,TMAX,264
UPM00033966,2006-11-30,TMAX,94
UPM00033966,2008-06-23,TMAX,270
UPM00033961,2007-05-14,TMIN,120
UPM00033966,2007-07-23,TMAX,380
UPM00033966,2007-02-27,TMIN,-155
UPM00033962,2008-04-03,TMAX,103
UPM00033961,2006-06-23,TMAX,244
UPM00033962,2006-02-18,TMIN,14
UPM00033962,2006-04-17,TMAX,148
UPM00033962,2008-08-30,TMAX,296
UPM00033966,2007-07-23,TMIN,176
UPM00033966,2007-03-17,TMIN,44
UPM00033961,2008-02-21,TMIN,-15
UPM00033966,2008-03-19,TMIN,41
UPM00033966,2005-03-05,TMIN,-48
UPM00033966,2006-01-04,TMAX,41
UPM00033961,2006-08-10,TMIN,200
UPM00033962,2008-10-29,TMIN,97
UPM00033961,2006-08-10,TMAX,288
UPM00033962,2006-04-17,TMIN,37
UPM00033962,2007-05-14,TMIN,90
UPM00033962,2008-12-18,TMIN,-47
UPM00033962,2008-04-15,TMIN,41
UPM00033962,2005-03-31,TMIN,-87
UPM00033962,2005-10-28,TMAX,67
UPM00033962,2005-02-19,TMIN,34
UPM00033966,2006-09-12,TMIN,71
UPM00033962,2006-02-02,TMIN,0
UPM00033966,2005-10-14,TMIN,31
UPM00033961,2008-11-18,TMIN,25
UPM00033966,2006-02-19,TMAX,126
UPM00033961,2005-03-24,TMAX,50
UPM00033966,2005-12-25,TMAX,26
UPM00033962,2007-06-05,TMIN,137
UPM00033961,2006-08-12,TMIN,207
UPM00033966,2007-07-15,TMAX,283
UPM00033966,2006-10-26,TMAX,140
UPM00033962,2006-07-03,TMIN,170
UPM00033961,2006-02-09,TMAX,-80
UPM00033962,2007-06-05,TMAX,262
UPM00033966,2009-04-29,TMIN,96
UPM00033961,2007-11-18,TMAX,51
UPM00033961,2007-06-26,TMIN,190
UPM00033961,2007-11-22,TMIN,18
UPM00033961,2007-11-26,TMAX,140
UPM00033966,2005-11-27,TMAX,170
UPM00033961,2005-08-18,TMAX,305
UPM00033962,2007-02-04,TMAX,-2
UPM00033961,2005-05-12,TMIN,135
UPM00033961,2009-02-24,TMIN,-13
UPM00033966,2009-04-06,TMAX,193
UPM00033966,2006-11-17,TMIN,95
UPM00033961,2005-01-25,TMIN,-31
UPM00033966,2006-11-17,TMAX,133
UPM00033962,2008-02-07,TMIN,-32
UPM00033961,2007-07-25,TMAX,334
UPM00033961,2005-05-12,TMAX,233
UPM00033962,2007-06-13,TMIN,101
UPM00033962,2007-06-13,TMAX,308
UPM00033961,2008-02-22,TMIN,-7
UPM00033966,2008-12-30,TMIN,-94
UPM00033961,2006-08-27,TMAX,291
UPM00033966,2006-10-31,TMIN,49
UPM00033962,2009-06-08,TMAX,313
UPM00033966,2008-09-25,TMIN,63
UPM00033962,2008-09-03,TMIN,64
UPM00033962,2006-05-25,TMAX,274
UPM00033961,2005-08-02,TMAX,310
UPM00033962,2006-05-25,TMIN,95
UPM00033961,2006-01-21,TMIN,-201
UPM00033961,2006-08-31,TMIN,201
UPM00033962,2008-11-17,TMIN,70
UPM00033961,2005-11-03,TMAX,120
UPM00033961,2007-04-21,TMIN,66
UPM00033961,2009-02-23,TMIN,-44
UPM00033961,2006-08-31,TMAX,268
UPM00033961,2005-04-10,TMAX,113
UPM00033966,2007-10-16,TMIN,11
UPM00033961,2006-02-16,TMAX,-51
UPM00033962,2005-11-28,TMIN,80
UPM00033962,2007-02-03,TMIN,-74
UPM00033966,2009-03-18,TMAX,88
UPM00033962,2006-03-02,TMIN,0
UPM00033961,2006-02-16,TMIN,-151
UPM00033962,2006-01-28,TMIN,-222
UPM00033962,2005-11-28,TMAX,214
UPM00033961,2005-11-03,TMIN,79
UPM00033962,2008-12-03,TMIN,53
UPM00033966,2007-05-08,TMIN,149
UPM00033961,2007-06-26,TMAX,292
UPM00033966,2008-11-28,TMIN,-48
UPM00033961,2005-11-10,TMAX,84
UPM00033961,2005-11-10,TMIN,34
UPM00033961,2005-06-30,TMIN,174
UPM00033966,2007-12-04,TMIN,64
UPM00033966,2007-01-03,TMIN,19
UPM00033962,2006-08-03,TMAX,319
UPM00033966,2007-01-03,TMAX,121
UPM00033962,2006-08-03,TMIN,145
UPM00033961,2007-04-26,TMIN,88
UPM00033966,2006-02-21,TMIN,-8
UPM00033962,2005-12-02,TMAX,114
UPM00033961,2005-02-13,TMAX,45
UPM00033961,2009-04-03,TMIN,20
UPM00033966,2009-01-07,TMAX,-45
UPM00033966,2009-04-21,TMIN,1
UPM00033966,2009-04-29,TMAX,153
UPM00033961,2008-09-12,TMIN,145
UPM00033966,2008-12-08,TMIN,94
UPM00033961,2006-10-07,TMIN,132
UPM00033966,2005-09-08,TMIN,104
UPM00033961,2007-05-19,TMIN,163
UPM00033961,2008-11-03,TMIN,121
UPM00033962,2007-01-30,TMAX,-46
UPM00033962,2005-06-30,TMAX,162
UPM00033966,2006-02-10,TMIN,-116
UPM00033966,2005-08-14,TMAX,313
UPM00033966,2005-09-08,TMAX,256
UPM00033966,2005-04-08,TMAX,204
UPM00033962,2005-06-30,TMIN,105
UPM00033962,2006-10-30,TMIN,25
UPM00033962,2005-02-28,TMIN,-7
UPM00033966,2006-02-15,TMIN,-99
UPM00033962,2006-06-30,TMAX,334
UPM00033961,2007-01-27,TMIN,-10
UPM00033966,2007-06-12,TMAX,301
UPM00033962,2008-02-05,TMIN,15
UPM00033966,2005-05-10,TMIN,29
